Service_Name (filename2),provider_name (filename1),Physical_Address (filename2),formatted_address (filename1),residential_places (filename2),residential_places (filename1)
Bupa Ballina,Bupa Ballina,"148 North Creek ROAD, BALLINA, NSW, 2478","Bupa Ballina Aged Care, 148 N Creek Rd, Ballina NSW 2478, Australia",125,125
Bupa Mt Sheridan,Bupa Mt Sheridan,"50 PROGRESS ROAD, WHITE ROCK, QLD, 4868","Sheridan Gardens Care, 40-48 Progress Rd, White Rock QLD 4868, Australia",125,125
Mount Martha Valley,Mount Martha Valley,"130 Country Club DRIVE, SAFETY BEACH, VIC, 3936","Mt Martha Valley Lodge, 130 Country Club Dr, Safety Beach VIC 3936, Australia",125,125
TriCare Ashgrove Aged Care Residence,TriCare Ashgrove Aged Care Residence,"31 Nathan AVENUE, ASHGROVE, QLD, 4060","31 Nathan Ave, Ashgrove QLD 4060, Australia",125,125
RFBI Benhome Masonic Village,RFBI Benhome Masonic Village,"30 Regent STREET, MAITLAND, NSW, 2320","30 Regent St, Maitland NSW 2320, Australia",124,124
St Agnes Site,St Agnes Site,"2 Lochinvar PLACE, PORT MACQUARIE, NSW, 2444","Lochinvar Pl, Port Macquarie NSW 2444, Australia",124,124
Bolton Clarke Bayside (PKA - Bayside Residential Aged Care Facility),Bolton Clarke Bayside (PKA - Bayside Residential A,"136 Marconi ROAD, BONNELLS BAY, NSW, 2264","136 Marconi Rd, Morisset NSW 2264, Australia",124,124
Bupa North Rocks,Bupa North Rocks,"23 Speers ROAD, NORTH ROCKS, NSW, 2151","23 Speers Rd, North Rocks NSW 2151, Australia",124,124
Estia Health Tuncurry,Estia Health Tuncurry,"4 Bonventi CLOSE, TUNCURRY, NSW, 2428","4 Bonventi Cl, Tuncurry NSW 2428, Australia",124,124
Calvary George Vowell,Calvary George Vowell,"1 Cobb ROAD, MOUNT ELIZA, VIC, 3930","George Vowell Home for Blnd, 1254 Nepean Hwy, Mount Eliza VIC 3930, Australia",124,124
Benetas St George's,Benetas St George's,"13-19 Howard STREET, ALTONA MEADOWS, VIC, 3028","13-19 Howard St, Altona Meadows VIC 3028, Australia",124,124
Mercy Place Montrose,Mercy Place Montrose,"991 Mount Dandenong Tourist ROAD, MONTROSE, VIC, 3765","991 Mount Dandenong Tourist Rd, Montrose VIC 3765, Australia",124,124
Bupa Glenvale,Bupa Glenvale,"357 MCDOUGALL STREET, GLENVALE, QLD, 4350","357 McDougall St, Glenvale QLD 4350, Australia",124,124
Baptcare - Strathalan Community,Baptcare - Strathalan Community,"50 Braidhill ROAD, MACLEOD, VIC, 3085","50 Braid Hill Rd, Macleod VIC 3085, Australia",124,124
Heritage Gardens,Aeralife Bayswater,"325-329 Canterbury ROAD, BAYSWATER, VIC, 3153","325-329 Canterbury Rd, Bayswater North VIC 3153, Australia",124,124
Pathways Sailors Bay,Pathways Sailors Bay,"170-176 Sailors Bay ROAD, NORTHBRIDGE, NSW, 2063","170 Sailors Bay Rd, Northbridge NSW 2063, Australia",124,124
Regis Ferny Grove,Regis Ferny Grove,"92 Archdale ROAD, FERNY GROVE, QLD, 4055","Regis Parkland Manor, 39 Lanita Rd, Ferny Grove QLD 4055, Australia",124,124
St Ives House,St Ives House,"105 Killeaton STREET, ST IVES, NSW, 2075","97 Killeaton St, St Ives NSW 2075, Australia",124,124
NA,Uniting Mirinjani Weston ACT high care,NA,"Mirinjani Nursing Home, 15 Conder St, Weston ACT 2611, Australia",NA,124
Clelland Lodge,Clelland Lodge,"201 Illaroo ROAD, NORTH NOWRA, NSW, 2541","201 Illaroo Rd, North Nowra NSW 2541, Australia",123,123
Avondale House,Avondale House,"8 Central ROAD, COORANBONG, NSW, 2265","Kressville ILU, 10 Central Rd, Cooranbong NSW 2265, Australia",123,123
Adventist Nursing Home,Adventist Aged Care Kings Langley,"56 Elsom STREET, KINGS LANGLEY, NSW, 2147","Adventist Retirement Vlge, 56 Elsom St, Kings Langley NSW 2147, Australia",123,123
St Andrew's Village Ballina,St Andrew's Village Ballina,"59 Bentinck STREET, BALLINA, NSW, 2478","St Andrews Nursing Home, 59 Bentinck St, Ballina NSW 2478, Australia",123,123
Epping Meadows Care Community,Epping Meadows Care Community,"202 Mcdonalds ROAD, EPPING, VIC, 3076","202 McDonalds Rd, Epping VIC 3076, Australia",123,123
Aegis Banksia Park,Aegis Banksia Park,"20 Bright ROAD, CALISTA, WA, 6167","20 Bright Rd, Calista WA 6167, Australia",123,123
Coffs Harbour Grange Care Community,Coffs Harbour Grange Care Community,"50 Lakes DRIVE, COFFS HARBOUR, NSW, 2450","50 Lakes Dr, North Boambee Valley NSW 2450, Australia",123,123
Baptcare Abbey Gardens Community,Baptcare Abbey Gardens Community,"15 Tarwin STREET, WARRAGUL, VIC, 3820","15 Tarwin St, Warragul VIC 3820, Australia",123,123
Arcare Glenhaven,Arcare Glenhaven,"93 Glenhaven ROAD, GLENHAVEN, NSW, 2156","93 Glenhaven Rd, Glenhaven NSW 2156, Australia",123,123
Clifton Views,Clifton Views,"217-241 Queens PARADE, FITZROY NORTH, VIC, 3068","217 Queens Parade, Fitzroy North VIC 3068, Australia",123,123
Regis Woodlands,Regis Woodlands,"10 Sabina STREET, WOODLANDS, WA, 6018","10 Sabina St, Woodlands WA 6018, Australia",123,123
Dellacourt,Dellacourt,"42 NICHOLSON PLACE, WEST ALBURY, NSW, 2640","Nicholson Park, 42 Nicholson Pl, West Albury NSW 2640, Australia",122,122
Catholic Healthcare McQuoin Park,Catholic Healthcare McQuoin Park,"35 Pacific HIGHWAY, WAHROONGA, NSW, 2076","35 Pacific Hwy, Wahroonga NSW 2077, Australia",122,122
Anglicare Woodberry Village,Anglicare Woodberry Village,"129 Lanhams ROAD, WINSTON HILLS, NSW, 2153","Woodberry Village, 129 Lanhams Rd, Winston Hills NSW 2153, Australia",122,122
Harbison Moss Vale,Harbison Moss Vale,"36 Yarrawa ROAD, MOSS VALE, NSW, 2577","36 Yarrawa Rd, Moss Vale NSW 2577, Australia",122,122
Wantirna Views Care Community,Wantirna Views Care Community,"100 Harold STREET, WANTIRNA, VIC, 3152","100 Harold St, Wantirna VIC 3152, Australia",122,122
Churches of Christ Bribie Aged Care Service,Churches of Christ Bribie Aged Care Service,"12-40 Foley STREET, BONGAREE, QLD, 4507","1 Foley St, Bongaree QLD 4507, Australia",122,122
Ozcare Ozanam Villa - Clontarf,Ozcare Ozanam Villa - Clontarf,"48 Tainton STREET, CLONTARF, QLD, 4019","Ozanam Villa, 48 Tainton St, Clontarf QLD 4019, Australia",122,122
Blue Care Bundaberg Riverlea Aged Care Facility,Blue Care Bundaberg Riverlea Aged Care Facility,"1 RIVER TERRACE, MILLBANK, QLD, 4670","Riverlea, 1 River Terrace, Millbank QLD 4670, Australia",122,122
Blue Care Kenmore Aged Care Facility,Blue Care Kenmore Aged Care Facility,"129 Brookfield ROAD, KENMORE HILLS, QLD, 4069","129 Brookfield Rd, Kenmore Hills QLD 4069, Australia",122,122
Ozcare Villa Rosalie Newstead,Ozcare Villa Rosalie Newstead,"43 EVELYN STREET, NEWSTEAD, QLD, 4006","43 Evelyn St, Newstead QLD 4006, Australia",122,122
Bolton Clarke Seabrook,Bolton Clarke Seabrook,"15-29 Bonton AVENUE, DECEPTION BAY, QLD, 4508","15-29 Bonton Ave, Deception Bay QLD 4508, Australia",122,122
Uniting Amala Gordon ACT,Uniting Amala Gordon ACT,"200 Woodcock DRIVE, GORDON, ACT, 2906","Amala Independent Retirement Village, 200 Woodcock Dr, Gordon ACT 2906, Australia",122,122
Moran Kellyville,Moran Kellyville,"35 Goodison STREET, KELLYVILLE, NSW, 2155","35 Goodison St, North Kellyville NSW 2155, Australia",122,122
Edge Hill Orchards,Edge Hill Orchards,"15 OREGON STREET, MANOORA, QLD, 4870","2/8 Oregon St, Manoora QLD 4870, Australia",122,122
Wallarah Point Care Community,Wallarah Point Care Community,"149 Main ROAD, TOUKLEY, NSW, 2263","Toukley Caravan Park, 149-157 Main Rd, Toukley NSW 2263, Australia",122,122
Constitution Hill Aged Care,Constitution Hill Aged Care,"3 Centenary AVENUE, NORTHMEAD, NSW, 2152","3 Centenary Ave, Northmead NSW 2152, Australia",121,121
St Annes Nursing Home,St Annes Nursing Home,"238 Piper STREET, BROKEN HILL, NSW, 2880","238 Piper St, Broken Hill NSW 2880, Australia",121,121
Kanwal Gardens Care Community,Kanwal Gardens Care Community,"100 Wahroonga ROAD, KANWAL, NSW, 2259","Glenmere Asstd Lvng Apts, 100 Wahroonga Rd, Kanwal NSW 2259, Australia",121,121
Ferndale Gardens Aged Care Services,Ferndale Gardens Aged Care Services,"229-239 Bayswater ROAD, BAYSWATER NORTH, VIC, 3153","229-239 Bayswater Rd, Bayswater North VIC 3153, Australia",121,121
Anzac Lodge Private Nursing Home,Anzac Lodge Private Nursing Home,"2-12 Anzac AVENUE, COBURG NORTH, VIC, 3058","2-12 Anzac Ave, Coburg North VIC 3058, Australia",121,121
Lions Haven For The Aged,Lions Haven For The Aged,"9 Pendraat PARADE, HOPE ISLAND, QLD, 4212","9 Pendraat Parade, Hope Island QLD 4212, Australia",121,121
Resthaven Westbourne Park,Resthaven Westbourne Park,"30 Sussex TERRACE, WESTBOURNE PARK, SA, 5041","30 Sussex Terrace, Westbourne Park SA 5041, Australia",121,121
AnglicareSA Elizabeth East,AnglicareSA Elizabeth East,"42 -60 Halsey ROAD, ELIZABETH EAST, SA, 5112","33 Halsey Rd, Elizabeth East SA 5112, Australia",121,121
Rosewood Care Leederville,Rosewood Care Leederville,"5 Britannia ROAD, LEEDERVILLE, WA, 6007","5 Britannia Rd, Leederville WA 6007, Australia",121,121
Anam Cara,Anam Cara,"52 Lavarack ROAD, BRAY PARK, QLD, 4500","52 Lavarack Rd, Bray Park QLD 4500, Australia",121,121
BlueCross Monterey,Glenroy Terrace Care Community,"858 Pascoe Vale ROAD, GLENROY, VIC, 3046","856-858 Pascoe Vale Rd, Glenroy VIC 3046, Australia",121,121
Estia Health Taree,Estia Health Taree,"424 Wingham ROAD, TAREE, NSW, 2430","Alma Place, 424 Wingham Rd, Taree NSW 2430, Australia",121,121
William Cape Gardens,Kanwal Springs Care Community,"40 Pearce ROAD, KANWAL, NSW, 2259","40 Pearce Rd, Kanwal NSW 2259, Australia",121,121
Georges Estate Health & Aged Care,Georges Estate Health & Aged Care,"1 Centre STREET, PENSHURST, NSW, 2222","1 Centre St, Penshurst NSW 2222, Australia",121,121
Bolton Clarke Lynbrook Park,Bolton Clarke Lynbrook Park,"42 Olive ROAD, LYNBROOK, VIC, 3975","42 Olive Rd, Lynbrook VIC 3975, Australia",121,121
Bethel Aged Care,Bethel Aged Care,"600 Plenty ROAD, MILL PARK, VIC, 3082","600 Plenty Rd, Mill Park VIC 3082, Australia",121,121
Arcare Essendon,Arcare Essendon,"33-35 Raleigh STREET, ESSENDON, VIC, 3040","33 Raleigh St, Essendon VIC 3040, Australia",121,121
Rowville Manor,Rowville Manor,"18 Le John STREET, ROWVILLE, VIC, 3178","18 Le John St, Rowville VIC 3178, Australia",121,121
Cherrybrook Christian Care Centre,Cherrybrook Christian Care Centre,"3-5 Kitchener ROAD, CHERRYBROOK, NSW, 2126","3/5 Kitchener Rd, Cherrybrook NSW 2126, Australia",120,120
Uniting Gerringong,Uniting Gerringong,"14 Croft PLACE, GERRINGONG, NSW, 2534","33 Greta St, Gerringong NSW 2534, Australia",120,120
Catholic Healthcare Bodington,Catholic Healthcare Bodington,"6 Bodington DRIVE, WENTWORTH FALLS, NSW, 2782","4 Bodington Dr, Wentworth Falls NSW 2782, Australia",120,120
Garrawarra Centre,Garrawarra Centre,"Princes HIGHWAY, WATERFALL, NSW, 2233","Princes Hwy, Waterfall NSW 2233, Australia",120,120
Bolton Clarke Cabrini,Bolton Clarke Cabrini,"83-85 Amos STREET, WESTMEAD, NSW, 2145","83-85 Amos St, Westmead NSW 2145, Australia",120,120
Catholic Healthcare The Haven Residential Aged Care,Catholic Healthcare The Haven Residential Aged Car,"156 Bourke STREET, WAGGA WAGGA, NSW, 2650","156 Bourke St, Mount Austin NSW 2650, Australia",120,120
Mercy Place Albury,Mercy Place Albury,"578 Poole STREET, ALBURY, NSW, 2640","578 Poole St, Albury NSW 2640, Australia",120,120
Florence Price Gardens,Florence Price Gardens,"UNIT 7, 7 Hackett LANE, BALLINA, NSW, 2478","11 Hackett Ln, Ballina NSW 2478, Australia",120,120
Estia Health Figtree,Estia Health Figtree,"12 Suttor PLACE, FIGTREE, NSW, 2525","Wollongong Nursing Home, 12 Suttor Pl, Figtree NSW 2525, Australia",120,120
Goodwin Monash,Goodwin Monash,"27 Cockcroft AVENUE, MONASH, ACT, 2904","15 Cockcroft Ave, Monash ACT 2904, Australia",120,120
Margery Cole Residential Care Service,Margery Cole Residential Care Service,"Matthews CRESCENT, TRARALGON, VIC, 3844","Matthews Cres, Traralgon VIC 3844, Australia",120,120
Eva Tilley Memorial Hostel,Eva Tilley Memorial Hostel,"1100 Burke ROAD, BALWYN NORTH, VIC, 3104","1100 Burke Rd, Balwyn North VIC 3104, Australia",120,120
Vasey RSL Care Frankston South,Vasey RSL Care Frankston South,"85 OVERPORT ROAD, FRANKSTON SOUTH, VIC, 3199","85 Overport Rd, Frankston South VIC 3199, Australia",120,120
Mercy Place Fernhill,Mercy Place Fernhill,"18-20 Fernhill ROAD, SANDRINGHAM, VIC, 3191","18-22 Fernhill Rd, Sandringham VIC 3191, Australia",120,120
Uniting AgeWell Box Hill,Uniting AgeWell Box Hill,"75 Thames STREET, BOX HILL, VIC, 3128","75 Thames St, Box Hill VIC 3128, Australia",120,120
Uniting AgeWell Hawthorn Community,Uniting AgeWell Hawthorn Community,"27-29 Wattle ROAD, HAWTHORN, VIC, 3122","27-29 Wattle Rd, Hawthorn VIC 3122, Australia",120,120
Walmsley Aged Care,Walmsley Aged Care,"500 Greeves DRIVE, KILSYTH, VIC, 3137","500 Greeves Dr, Kilsyth VIC 3137, Australia",120,120
Benetas Corowa Court,Benetas Corowa Court,"752 Esplanade ESPLANADE, MORNINGTON, VIC, 3931","Corowa Court, 752 Esplanade, Mornington VIC 3931, Australia",120,120
MiCare Avondrust Lodge,MiCare Avondrust Lodge,"1105 FRANKSTON DANDENONG ROAD, CARRUM DOWNS, VIC, 3201","1105 Frankston - Dandenong Rd, Carrum Downs VIC 3201, Australia",120,120
Mercy Place Dandenong,Mercy Place Dandenong,"82 McCrae STREET, DANDENONG, VIC, 3175","82 McCrae St, Dandenong VIC 3175, Australia",120,120
Maculata Place,Maculata Place,"124 Maculata DRIVE, SHEPPARTON, VIC, 3630","124 Maculata Dr, Shepparton VIC 3630, Australia",120,120
James Barker House,James Barker House,"64 Buckley STREET, FOOTSCRAY, VIC, 3011","64 Buckley St, Footscray VIC 3011, Australia",120,120
Uniting AgeWell Andrew Kerr Care,Uniting AgeWell Andrew Kerr Care,"67-69 Tanti AVENUE, MORNINGTON, VIC, 3931","67 Tanti Ave, Mornington VIC 3931, Australia",120,120
Gibson Street Complex,Gibson Street Complex,"26 Gibson STREET, NORTH BENDIGO, VIC, 3550","26 Gibson St, North Bendigo VIC 3550, Australia",120,120
Melville Grange Hostel,Melville Grange Hostel,"80 Melville Park DRIVE, BERWICK, VIC, 3806","80 Melville Park Dr, Berwick VIC 3806, Australia",120,120
Arcare Sydenham,Arcare Sydenham,"31-51 Trickey AVENUE, SYDENHAM, VIC, 3037","31-51 Trickey Ave, Sydenham VIC 3037, Australia",120,120
Jewish Care (VIC) Inc Residential Homes Carnegie,Jewish Care (VIC) Inc Residential Homes Carnegie,"1 Wahgoo ROAD, CARNEGIE, VIC, 3163","Jewish Care Residential Home Carnegie, 1 Wahgoo Rd, Carnegie VIC 3163, Australia",120,120
Estia Health Grovedale,Estia Health Grovedale,"6A Perrett STREET, GROVEDALE, VIC, 3216","6A Perrett St, Grovedale VIC 3216, Australia",120,120
Mercy Health Bethlehem Home For The Aged,Mercy Health Bethlehem Home For The Aged,"36-42 Specimen Hill ROAD, GOLDEN SQUARE, VIC, 3555","36 Specimen Hill Rd, Golden Square VIC 3555, Australia",120,120
Calvary Goonawarra,Calvary Goonawarra,"19-25 Anderson ROAD, SUNBURY, VIC, 3429","25 Anderson Rd, Sunbury VIC 3429, Australia",120,120
Fronditha Anesi Aged Care Services - Thornbury,Fronditha Anesi Aged Care Services - Thornbury,"335 Station STREET, THORNBURY, VIC, 3071","335 Station St, Thornbury VIC 3071, Australia",120,120
The Plains,The Plains,"333 Underwood ROAD, EIGHT MILE PLAINS, QLD, 4113","333 Underwood Rd, Eight Mile Plains QLD 4113, Australia",120,120
Bolton Clarke Sunset Ridge,Bolton Clarke Sunset Ridge,"44 Svendsen ROAD, ZILZIE, QLD, 4710","44 Svendsen Rd, Zilzie QLD 4710, Australia",120,120
Estia Health Mount Coolum,Estia Health Mount Coolum,"15 Suncoast Beach DRIVE, MOUNT COOLUM, QLD, 4573","15 Suncoast Beach Dr, Mount Coolum QLD 4573, Australia",120,120
Calvary Gympie Views,Estia Health Gympie,"30 Barter STREET, GYMPIE, QLD, 4570","30 Barter St, Gympie QLD 4570, Australia",120,120
Tanunda Lutheran Home,Tanunda Lutheran Home,"27 Bridge STREET, TANUNDA, SA, 5352","27 Bridge St, Tanunda SA 5352, Australia",120,120
Ridleyton Greek Home for the Aged,Ridleyton Greek Home for the Aged,"89 Hawker STREET, BROMPTON, SA, 5007","89 Hawker St, Brompton SA 5007, Australia",120,120
The House of Saint Hilarion,The House of Saint Hilarion,"7 Kelly AVENUE, SEATON, SA, 5023","7 Kelly Ave, Seaton SA 5023, Australia",120,120
AnglicareSA Trott Park,AnglicareSA Trott Park,"4 Kangaroo Thorn ROAD, TROTT PARK, SA, 5158","4 Kangaroo Thorn Rd, Trott Park SA 5158, Australia",120,120
SwanCare Waminda,SwanCare Waminda,"1 Adie COURT, BENTLEY, WA, 6102","1 Adie Ct, Bentley WA 6102, Australia",120,120
Carmel Roshana Care,Carmel Roshana Care,"24 Valencia ROAD, CARMEL, WA, 6076","building 1/floor 2/24 Valencia Rd, Carmel WA 6076, Australia",120,120
Juniper Chrystal Halliday,Juniper Chrystal Halliday,"27 Prisk STREET, KARRINYUP, WA, 6018","Chrystal Halliday Nursing Home, 27 Prisk St, Karrinyup WA 6018, Australia",120,120
Calvary Viewhills Manor,Calvary Viewhills Manor,"55 Heatherton ROAD, ENDEAVOUR HILLS, VIC, 3802","111 Reema Blvd, Endeavour Hills VIC 3802, Australia",120,120
LHI Glynde,Lutheran Homes Group Glynde,"24 Avenue ROAD, GLYNDE, SA, 5070","24 Avenue Rd, Glynde SA 5070, Australia",120,120
Bolton Clarke Tantula Rise,Bolton Clarke Tantula Rise,"96 Tantula ROAD,  WEST, ALEXANDRA HEADLAND, QLD, 4572","War Veterans Home, 96 Tantula Rd W, Alexandra Headland QLD 4572, Australia",120,120
Bolton Clarke Moreton Shores,Bolton Clarke Moreton Shores,"101 King STREET, THORNLANDS, QLD, 4164","91/87-113 King St, Thornlands QLD 4164, Australia",120,120
Calamvale Parklands Care Community,Calamvale Parklands Care Community,"8 Raffin CRESCENT, CALAMVALE, QLD, 4116","8 Raffin Cres, Calamvale QLD 4116, Australia",120,120
Bupa Berwick,Bupa Berwick,"359 Narre Warren ROAD, NARRE WARREN NORTH, VIC, 3804","359 Narre Warren North Rd, Narre Warren North VIC 3804, Australia",120,120
CCSSCI - On Luck Chinese Nursing Home,CCSSCI - On Luck Chinese Nursing Home,"177-179 Tindals ROAD, DONVALE, VIC, 3111","177-179 Tindals Rd, Donvale VIC 3111, Australia",120,120
Langford Grange,Langford Grange,"1 Residence DRIVE, CRANBOURNE EAST, VIC, 3977","1 Residence Dr, Cranbourne East VIC 3977, Australia",120,120
Cameron Park Care Community,Cameron Park Care Community,"60 Northlakes DRIVE, CAMERON PARK, NSW, 2285","60 Northlakes Dr, Cameron Park NSW 2285, Australia",120,120
Tweed River Care Community,Tweed River Care Community,"7-9 Florence PLACE, TWEED HEADS, NSW, 2485","7-9 Florence Pl, Tweed Heads NSW 2485, Australia",120,120
Regis Kuluin,Regis Kuluin,"354 Main ROAD, KULUIN, QLD, 4558","Regis Kuluin Aged Care, 354 Main Rd, Kuluin QLD 4558, Australia",120,120
Arcare Civic Manor,Arcare Civic Manor,"7 Civic DRIVE, EPPING, VIC, 3076","7 Civic Dr, Epping VIC 3076, Australia",120,120
Estia Health South Morang,Estia Health South Morang,"879 PLENTY ROAD, SOUTH MORANG, VIC, 3752","879 Plenty Rd, South Morang VIC 3752, Australia",120,120
Estia Health Bannockburn,Estia Health Bannockburn,"71 Mcphillips ROAD, BANNOCKBURN, VIC, 3331","71 McPhillips Rd, Bannockburn VIC 3331, Australia",120,120
Arcare Carnegie,Arcare Carnegie,"47 Rosanna STREET, CARNEGIE, VIC, 3163","47 Rosanna St, Carnegie VIC 3163, Australia",120,120
Varsity Views Care Community,Varsity Views Care Community,"12 Lake STREET, VARSITY LAKES, QLD, 4227","Domain Varsity Rise, 12 Lake St, Varsity Lakes QLD 4227, Australia",120,120
Carseldine Greens Care Community,Carseldine Greens Care Community,"40 Raynbird PLACE, CARSELDINE, QLD, 4034","40 Raynbird Pl, Carseldine QLD 4034, Australia",120,120
The Orchards Aged Care,Arcare Lisarow The Orchards,"15 The Ridgeway LISAROW, NSW, 2250","15 The Ridgeway, Lisarow NSW 2250, Australia",120,120
Bolton Clarke Buderim Views,Bolton Clarke Buderim Views,"383 Mooloolaba ROAD, BUDERIM, QLD, 4556","383 Mooloolaba Rd, Buderim QLD 4556, Australia",120,120
Mercy Place Warrnambool,Mercy Place Warrnambool,"16 Hopetoun ROAD, WARRNAMBOOL, VIC, 3280","16 Hopetoun Rd, Warrnambool VIC 3280, Australia",120,120
Bupa Portland,Bayview Haven,"83 Wellington ROAD, PORTLAND, VIC, 3305","Bupa Portland, 83 Wellington Rd, Portland VIC 3305, Australia",120,120
Aegis Hermitage,Aegis Hermitage,"5 Cottage CLOSE, ELLENBROOK, WA, 6069","5 Cottage Cl, Ellenbrook WA 6069, Australia",120,120
Melbourne Hebrew Memorial Nursing Home,Melbourne Hebrew Memorial Nursing Home,"4-8 Freeman STREET, CAULFIELD, VIC, 3162","4 Freeman St, Caulfield VIC 3162, Australia",120,120
Arcare Hope Island,Arcare Hope Island,"10 Halcyon WAY, HOPE ISLAND, QLD, 4212","Arcare, 10 Halcyon Way, Hope Island QLD 4212, Australia",120,120
Aurrum Healesville,Estia Health Healesville,"27 Smith STREET, HEALESVILLE, VIC, 3777","27 Smith St, Healesville VIC 3777, Australia",120,120
Regis Chelmer,Regis Chelmer,"35 Victoria AVENUE, CHELMER, QLD, 4068","35 Victoria Ave, Chelmer QLD 4068, Australia",120,120
Regis Elermore Vale,Regis Elermore Vale,"156 Cardiff ROAD, ELERMORE VALE, NSW, 2287","156 Cardiff Rd, Elermore Vale NSW 2287, Australia",120,120
